tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
6,4,1,3.4,4.9,0.9,Outstanding contribution,0.79,3.4,0.78,0.56,3.79
13,7,5,3.3,2.1,0.67,Very committed and reliable,0.77,3.2,0.88,0.65,2.86
15,10,0,4.2,2.2,0.68,Needs improvement in deadlines,0.72,3.0,0.97,0.93,3.22
13,13,0,2.7,4.6,0.6,Good but not consistent,0.77,4.2,0.72,0.82,4.1
10,2,6,3.3,3.3,0.7,Needs improvement in deadlines,0.63,4.8,0.74,0.93,2.93
17,17,0,3.3,2.1,0.65,Excellent performance and teamwork,0.59,4.4,0.99,0.67,3.79
5,5,0,3.5,3.5,0.6,Very committed and reliable,0.74,4.5,0.73,0.59,4.1
15,0,2,4.5,4.3,0.86,Good but not consistent,0.41,4.3,0.57,0.58,3.05
11,9,2,4.2,2.9,0.95,Very committed and reliable,0.93,2.9,0.84,0.87,3.7
15,14,1,3.2,4.7,0.9,Excellent performance and teamwork,0.85,3.9,0.76,0.58,4.21
19,18,1,3.3,2.6,0.78,Outstanding contribution,0.88,3.1,0.49,0.96,3.61
7,0,3,3.7,2.7,0.96,Late submission and weak teamwork,0.59,3.5,0.36,0.88,2.46
17,6,3,2.4,3.7,0.97,Outstanding contribution,0.68,4.0,0.56,0.64,3.03
8,7,1,4.0,4.8,0.89,Very committed and reliable,0.9,3.2,0.94,0.89,4.16
6,1,5,2.7,4.9,0.99,Very committed and reliable,0.41,4.7,0.63,0.84,3.21
20,13,3,3.6,4.8,0.95,Outstanding contribution,0.62,4.3,0.91,0.93,3.99
7,1,6,2.6,3.8,0.66,Good but not consistent,0.71,3.5,0.42,0.68,2.52
19,14,1,2.5,3.3,0.62,Outstanding contribution,0.54,3.8,0.83,0.98,3.34
16,7,3,2.9,3.7,0.79,Excellent performance and teamwork,0.58,4.8,0.32,0.6,3.33
11,4,2,2.2,4.3,0.99,Good but not consistent,0.46,4.2,0.85,0.86,3.18
18,14,1,3.4,4.8,0.8,Outstanding contribution,0.69,4.1,0.81,0.96,4.03
17,13,0,2.9,4.0,0.74,Late submission and weak teamwork,0.95,4.0,0.93,0.41,3.7
18,11,4,4.5,4.5,0.73,Good but not consistent,0.67,2.7,0.5,0.63,3.62
15,1,10,2.2,2.8,0.77,Outstanding contribution,0.57,2.6,0.95,0.42,2.0
20,0,6,3.1,4.3,0.84,Outstanding contribution,0.64,4.8,0.67,0.59,2.86
10,7,1,5.0,3.2,0.62,Excellent performance and teamwork,0.95,3.8,0.93,0.48,3.76
17,17,0,4.2,5.0,0.89,Needs improvement in deadlines,0.8,3.4,0.82,0.9,4.46
11,0,2,3.3,2.3,0.89,Good but not consistent,0.48,3.8,0.72,0.56,2.33
12,7,0,3.3,2.3,0.8,Late submission and weak teamwork,0.88,3.2,0.8,0.89,3.04
13,10,3,3.4,4.4,0.96,Outstanding contribution,0.73,3.8,0.68,0.41,3.95
13,10,2,2.5,3.7,0.62,Late submission and weak teamwork,0.49,4.5,0.96,0.72,3.6
14,1,0,3.3,4.8,0.7,Very committed and reliable,0.78,3.2,0.41,0.62,2.72
12,11,1,3.2,2.5,0.79,Late submission and weak teamwork,0.67,3.8,0.96,0.6,3.67
13,10,1,4.7,4.8,0.69,Outstanding contribution,0.8,4.3,0.97,0.71,4.26
13,13,0,3.9,5.0,0.7,Good but not consistent,0.94,3.1,0.44,0.41,4.25
13,1,4,2.6,4.3,0.81,Very committed and reliable,0.99,4.6,0.99,0.95,2.82
12,9,3,3.5,3.8,0.64,Good but not consistent,0.66,2.8,0.35,0.82,3.46
14,2,6,4.2,4.6,0.64,Good but not consistent,0.61,4.0,0.98,0.55,3.09
19,3,13,2.6,4.5,0.6,Good but not consistent,0.99,4.9,0.81,0.46,2.94
16,14,1,2.8,4.0,0.69,Outstanding contribution,0.58,3.7,0.59,0.77,3.76
16,1,0,3.4,3.3,0.85,Outstanding contribution,0.92,4.2,0.35,0.89,2.7
18,4,0,2.8,3.2,0.77,Late submission and weak teamwork,0.88,2.8,0.41,0.76,2.48
18,16,2,3.1,2.9,0.78,Late submission and weak teamwork,0.55,3.9,0.78,0.94,3.7
20,10,0,2.6,2.3,0.93,Excellent performance and teamwork,0.75,4.8,0.86,0.48,3.16
17,7,6,2.4,3.7,0.69,Needs improvement in deadlines,1.0,4.7,0.87,0.77,3.12
19,13,2,3.1,2.3,0.8,Late submission and weak teamwork,0.79,2.5,0.43,0.4,3.01
15,13,2,2.8,4.1,0.67,Excellent performance and teamwork,0.82,3.8,0.45,0.83,3.77
9,1,6,2.6,4.0,0.64,Very committed and reliable,0.75,3.3,0.31,0.46,2.47
14,3,10,2.8,2.6,0.69,Very committed and reliable,0.49,3.7,0.87,0.95,2.49
10,0,8,2.6,4.1,0.87,Outstanding contribution,0.73,2.6,0.36,0.52,2.29
7,6,0,2.4,4.6,0.84,Needs improvement in deadlines,0.66,2.7,0.41,0.72,3.65
17,14,3,2.6,3.8,0.63,Excellent performance and teamwork,0.57,3.7,0.78,0.53,3.57
16,8,1,4.6,2.9,0.95,Good but not consistent,0.88,3.9,0.3,0.42,3.5
6,1,3,2.2,4.8,0.86,Outstanding contribution,0.77,2.8,0.55,0.65,2.64
10,1,1,2.2,2.8,0.87,Outstanding contribution,0.87,4.0,0.31,0.62,2.38
18,6,3,4.7,3.2,0.85,Outstanding contribution,0.86,4.8,0.32,0.77,3.46
9,6,1,3.3,4.2,0.97,Excellent performance and teamwork,0.62,4.4,0.75,0.45,3.87
12,8,1,5.0,4.5,0.99,Excellent performance and teamwork,1.0,4.5,0.86,0.48,4.29
18,14,1,4.6,4.9,0.76,Very committed and reliable,0.98,3.1,0.98,0.65,4.07
13,13,0,4.0,3.5,0.65,Good but not consistent,0.56,2.5,0.81,0.47,3.83
18,1,10,4.5,3.3,0.69,Outstanding contribution,0.73,4.7,0.37,0.5,2.93
13,12,1,3.9,4.0,0.75,Excellent performance and teamwork,0.94,3.8,0.71,0.7,4.1
17,14,0,4.0,3.0,0.67,Outstanding contribution,0.59,5.0,0.49,0.6,3.97
19,4,8,2.1,4.7,0.72,Needs improvement in deadlines,0.43,3.1,0.82,0.42,2.66
12,9,1,2.6,4.7,0.87,Excellent performance and teamwork,0.7,3.8,0.4,0.58,3.78
11,5,0,2.1,3.0,0.96,Excellent performance and teamwork,0.83,4.8,0.75,0.88,3.14
10,10,0,3.7,2.5,0.79,Outstanding contribution,0.74,3.1,0.58,0.66,3.76
20,4,5,4.1,4.4,0.84,Outstanding contribution,0.62,4.7,0.34,0.95,3.36
8,0,3,3.5,3.6,0.93,Excellent performance and teamwork,0.89,3.6,0.7,0.45,2.61
8,0,2,3.7,3.3,0.66,Late submission and weak teamwork,0.87,4.3,0.31,0.85,2.59
5,0,4,2.3,4.9,0.69,Very committed and reliable,0.87,3.2,0.85,0.48,2.42
9,6,1,3.2,2.7,0.93,Late submission and weak teamwork,0.51,4.2,0.39,0.8,3.49
15,15,0,4.4,4.4,0.91,Excellent performance and teamwork,0.78,4.1,0.49,0.77,4.54
15,0,10,3.6,4.3,0.99,Needs improvement in deadlines,0.99,4.9,0.79,0.5,3.06
11,4,7,4.3,4.0,0.86,Very committed and reliable,0.51,3.3,0.71,0.94,3.3
18,12,6,4.2,4.3,0.62,Excellent performance and teamwork,0.9,3.7,0.74,0.77,3.75
13,11,1,2.7,2.5,0.84,Very committed and reliable,0.7,4.6,0.87,0.98,3.65
7,7,0,3.5,4.8,0.71,Outstanding contribution,0.57,4.0,0.4,0.96,4.32
9,1,6,4.1,3.8,0.67,Very committed and reliable,0.92,3.6,0.81,0.74,2.8
19,19,0,5.0,2.2,0.88,Late submission and weak teamwork,0.42,3.9,0.34,0.64,4.16
16,7,2,2.9,2.2,0.87,Very committed and reliable,0.74,3.6,0.71,1.0,2.83
6,0,1,4.0,2.7,0.97,Very committed and reliable,0.46,2.7,0.78,0.86,2.37
15,12,0,2.2,3.5,0.88,Outstanding contribution,0.53,4.2,0.68,0.82,3.62
11,0,7,4.4,3.7,0.8,Outstanding contribution,0.61,2.6,0.86,0.55,2.54
19,4,15,3.9,5.0,0.82,Excellent performance and teamwork,0.48,2.8,0.58,0.88,3.07
11,10,1,3.6,3.9,0.64,Outstanding contribution,0.87,2.6,0.61,0.73,3.7
19,1,9,2.1,2.7,0.88,Late submission and weak teamwork,0.94,3.4,0.88,0.81,2.16
14,14,0,3.7,2.4,0.81,Needs improvement in deadlines,0.59,3.1,0.59,0.48,3.75
10,10,0,2.1,4.5,0.75,Late submission and weak teamwork,0.52,4.9,0.71,0.53,4.17
14,4,8,4.9,3.0,0.95,Late submission and weak teamwork,0.44,2.8,0.58,0.61,3.04
13,9,2,3.0,4.1,0.69,Late submission and weak teamwork,0.46,4.6,0.84,0.79,3.72
19,15,3,2.1,4.4,0.79,Late submission and weak teamwork,0.83,2.8,0.64,0.73,3.44
20,5,2,4.2,3.3,0.64,Very committed and reliable,0.78,3.7,0.6,0.63,2.94
16,14,0,3.9,3.4,0.97,Excellent performance and teamwork,0.61,3.0,0.85,0.9,3.86
8,7,1,2.9,4.6,0.89,Late submission and weak teamwork,0.9,3.4,0.45,0.9,3.94
10,8,2,4.6,4.7,0.72,Needs improvement in deadlines,0.55,3.1,0.47,0.58,4.04
7,2,0,3.5,4.5,0.63,Excellent performance and teamwork,0.74,3.4,0.71,0.97,3.02
9,5,2,2.6,3.8,0.94,Excellent performance and teamwork,0.82,2.5,0.77,0.91,3.08
18,10,4,3.3,2.2,0.88,Needs improvement in deadlines,0.5,3.3,0.75,0.69,3.03
14,6,3,4.9,4.6,0.61,Excellent performance and teamwork,0.48,4.6,0.6,0.79,3.77
10,0,7,4.0,4.6,0.88,Very committed and reliable,0.83,3.5,0.33,0.47,2.86
9,6,2,4.6,3.7,0.81,Late submission and weak teamwork,0.68,4.4,0.86,0.87,3.95
18,17,0,3.3,2.3,0.7,Needs improvement in deadlines,0.76,3.4,0.37,0.4,3.57
10,6,1,4.1,4.0,0.73,Needs improvement in deadlines,0.79,2.8,0.3,0.83,3.44
19,10,9,4.8,4.0,0.71,Outstanding contribution,0.82,2.9,0.38,0.86,3.48
15,9,0,2.6,4.7,0.69,Needs improvement in deadlines,0.69,3.1,0.87,0.81,3.33
17,14,2,3.0,2.7,0.86,Very committed and reliable,0.46,5.0,0.75,0.85,3.81
16,0,15,3.4,3.5,0.89,Very committed and reliable,0.78,3.9,0.32,0.58,2.61
8,2,2,4.8,4.3,0.75,Outstanding contribution,0.68,4.5,0.45,0.45,3.47
11,1,2,4.6,3.7,0.62,Late submission and weak teamwork,0.69,4.7,0.75,0.42,3.05
19,9,1,3.7,3.1,0.69,Outstanding contribution,0.96,3.4,0.62,0.46,3.1
9,7,0,3.4,4.5,0.9,Excellent performance and teamwork,0.84,4.5,0.31,0.46,4.1
15,12,1,3.3,4.4,0.67,Excellent performance and teamwork,0.59,3.1,0.95,0.74,3.7
20,13,1,2.8,2.9,0.74,Very committed and reliable,0.61,4.6,0.87,0.69,3.41
5,1,1,2.8,4.8,0.63,Needs improvement in deadlines,0.43,3.4,0.48,0.72,2.81
7,1,1,2.4,2.1,0.74,Excellent performance and teamwork,0.73,4.6,0.41,0.67,2.4
12,0,9,2.3,2.1,0.61,Very committed and reliable,0.76,2.7,0.39,0.7,1.73
8,0,7,3.6,2.0,0.78,Outstanding contribution,0.44,2.8,0.47,0.41,2.07
10,2,4,3.0,2.1,0.92,Outstanding contribution,0.72,3.6,0.49,0.66,2.5
20,5,3,4.4,2.1,0.65,Late submission and weak teamwork,0.72,4.9,0.69,0.54,2.98
7,5,1,2.4,2.6,0.85,Excellent performance and teamwork,0.72,4.7,0.48,0.78,3.44
18,2,11,2.9,4.3,0.93,Needs improvement in deadlines,0.53,4.7,0.96,0.49,3.01
14,4,5,2.6,2.8,0.9,Outstanding contribution,0.88,3.9,0.73,0.5,2.74
12,10,0,4.4,4.5,0.82,Late submission and weak teamwork,0.48,4.1,0.62,0.83,4.26
11,6,3,3.5,3.2,0.95,Good but not consistent,0.99,3.4,0.52,0.93,3.31
16,3,0,2.7,2.9,0.86,Late submission and weak teamwork,0.57,4.6,0.78,0.97,2.75
16,5,9,2.6,3.2,0.99,Late submission and weak teamwork,0.98,3.8,0.79,0.95,2.88
9,1,2,4.1,4.1,0.74,Late submission and weak teamwork,0.58,4.6,0.51,0.57,3.1
11,5,6,2.2,4.3,0.78,Late submission and weak teamwork,0.46,5.0,0.41,0.72,3.37
7,2,3,4.5,3.7,0.7,Needs improvement in deadlines,0.81,4.9,0.49,0.72,3.4
10,4,3,3.7,5.0,0.72,Outstanding contribution,0.59,4.1,0.57,0.49,3.52
9,2,6,2.1,4.2,0.84,Outstanding contribution,0.82,4.7,0.79,0.86,2.95
15,7,7,2.9,4.8,0.82,Needs improvement in deadlines,0.61,2.8,0.77,0.86,3.21
14,12,2,4.8,4.6,0.72,Excellent performance and teamwork,0.61,2.6,0.67,0.95,4.05
15,5,10,2.2,2.0,0.65,Late submission and weak teamwork,0.45,2.6,0.61,0.53,2.18
11,1,5,3.5,3.8,0.9,Excellent performance and teamwork,0.45,4.3,0.74,0.75,2.91
11,7,2,4.8,3.5,0.85,Good but not consistent,0.6,2.8,0.85,0.51,3.6
11,7,0,2.8,4.3,0.69,Needs improvement in deadlines,0.56,4.4,0.67,0.49,3.6
17,5,7,2.2,3.8,0.97,Outstanding contribution,0.78,3.4,0.33,0.75,2.81
15,6,5,4.4,4.7,0.93,Excellent performance and teamwork,0.5,4.3,0.38,0.75,3.74
5,1,4,4.6,2.5,0.72,Very committed and reliable,0.62,3.0,0.54,0.74,2.68
7,5,0,4.2,4.6,0.87,Very committed and reliable,0.45,4.8,0.87,0.55,4.23
18,15,1,3.6,4.7,0.92,Needs improvement in deadlines,0.74,4.0,0.66,0.8,4.17
5,0,5,4.3,3.1,0.89,Good but not consistent,0.47,3.2,0.47,0.99,2.57
7,1,4,3.6,3.8,0.75,Good but not consistent,0.56,3.4,0.91,0.81,2.75
16,4,8,4.9,2.7,0.84,Late submission and weak teamwork,0.59,4.7,0.68,0.4,3.25
13,9,2,3.3,3.1,0.65,Excellent performance and teamwork,0.97,2.9,0.83,0.77,3.22
9,1,3,4.3,2.9,0.77,Late submission and weak teamwork,0.75,2.7,0.9,0.8,2.53
9,8,0,3.6,2.8,0.88,Outstanding contribution,0.67,4.8,0.59,0.58,4.01
10,1,1,3.2,4.6,0.85,Very committed and reliable,0.62,4.5,0.43,0.86,3.03
5,4,1,4.6,3.9,0.76,Late submission and weak teamwork,0.58,3.3,0.45,0.75,3.94
6,5,1,4.8,3.7,0.89,Late submission and weak teamwork,0.63,4.3,0.48,0.86,4.26
15,5,2,3.3,4.5,0.96,Late submission and weak teamwork,0.77,2.5,0.88,0.67,3.04
17,5,7,2.9,2.5,0.67,Very committed and reliable,0.95,3.7,0.45,0.72,2.6
20,20,0,4.5,3.7,0.98,Outstanding contribution,0.95,3.0,0.44,0.88,4.23
8,7,1,4.2,4.3,0.63,Late submission and weak teamwork,0.47,3.8,0.35,0.69,4.09
19,18,0,4.9,3.1,0.64,Very committed and reliable,0.89,2.8,0.59,0.81,3.9
7,3,1,3.4,3.0,0.89,Outstanding contribution,0.96,4.9,0.83,0.53,3.35
19,16,2,4.8,2.3,0.61,Excellent performance and teamwork,0.57,4.9,0.8,0.49,3.97
16,15,1,2.4,3.7,0.79,Late submission and weak teamwork,0.61,3.0,0.72,0.97,3.62
17,5,10,4.5,3.4,0.65,Very committed and reliable,0.76,3.5,0.75,0.53,3.05
11,2,6,3.5,3.9,0.92,Needs improvement in deadlines,0.4,3.8,0.89,0.44,2.97
9,7,1,4.9,4.6,0.92,Very committed and reliable,0.48,2.7,0.67,0.78,4.07
6,4,2,4.5,2.6,1.0,Outstanding contribution,0.72,3.8,0.7,0.56,3.68
7,4,3,3.3,4.7,0.73,Late submission and weak teamwork,0.71,4.5,0.67,0.57,3.72
10,7,1,2.7,4.7,0.63,Excellent performance and teamwork,0.71,4.6,0.33,0.9,3.77
20,14,0,2.9,2.9,0.79,Very committed and reliable,0.41,3.3,0.92,0.69,3.27
10,10,0,2.4,2.7,0.86,Outstanding contribution,0.65,3.9,0.91,0.69,3.73
20,19,1,2.1,4.3,0.64,Excellent performance and teamwork,0.46,5.0,0.86,0.83,4.02
11,10,1,3.8,3.8,0.83,Very committed and reliable,0.83,3.8,0.35,0.72,4.06
17,15,2,2.1,2.1,0.91,Good but not consistent,0.69,3.4,0.47,0.87,3.3
8,8,0,4.2,3.6,0.74,Late submission and weak teamwork,0.95,4.8,0.37,0.98,4.39
7,5,1,2.2,2.2,0.85,Very committed and reliable,0.76,3.0,0.95,0.68,2.98
20,8,6,3.1,2.5,0.83,Needs improvement in deadlines,0.7,4.6,0.59,0.8,3.06
19,2,2,4.1,2.2,0.75,Outstanding contribution,0.64,4.8,0.47,0.85,2.75
13,12,0,3.2,3.5,0.93,Very committed and reliable,0.57,2.8,0.73,0.96,3.75
19,13,2,3.5,3.8,0.66,Very committed and reliable,0.79,5.0,0.65,0.93,3.82
8,5,2,4.3,2.6,0.79,Needs improvement in deadlines,0.89,3.7,0.76,0.66,3.45
19,10,0,2.8,3.6,0.77,Outstanding contribution,0.76,2.7,0.35,0.69,2.99
9,7,1,4.6,2.8,0.6,Excellent performance and teamwork,0.97,4.3,0.7,0.57,3.81
10,6,2,3.1,2.1,0.64,Needs improvement in deadlines,0.45,3.6,0.65,0.55,2.98
7,4,3,2.6,2.4,0.67,Needs improvement in deadlines,0.95,3.9,0.39,0.43,2.97
20,11,9,2.0,3.1,0.84,Good but not consistent,0.81,4.7,0.71,0.98,3.21
16,9,5,2.7,4.3,0.92,Good but not consistent,0.78,4.1,0.66,0.73,3.52
15,15,0,3.6,3.6,0.75,Late submission and weak teamwork,0.54,2.6,0.54,0.51,3.84
9,3,5,2.6,2.8,0.7,Late submission and weak teamwork,0.95,4.2,0.58,0.58,2.77
9,5,4,4.8,2.2,0.84,Outstanding contribution,0.49,2.9,0.8,0.52,3.23
18,10,8,4.8,4.5,0.73,Excellent performance and teamwork,0.51,4.2,0.76,0.92,3.9
14,9,3,3.8,4.3,0.61,Good but not consistent,0.98,4.7,0.65,0.91,3.83
16,4,9,3.7,4.1,0.68,Late submission and weak teamwork,0.59,2.8,0.54,0.84,2.83
5,0,4,2.7,2.4,0.65,Late submission and weak teamwork,0.55,3.8,0.88,0.57,2.1
7,4,0,3.7,3.3,0.88,Excellent performance and teamwork,0.75,2.9,0.54,0.43,3.28
14,14,0,3.3,4.0,0.62,Good but not consistent,0.94,3.8,0.95,0.64,4.03
7,3,4,2.7,3.3,0.63,Outstanding contribution,0.52,4.9,0.64,0.82,3.14
16,16,0,3.8,4.6,0.9,Late submission and weak teamwork,0.48,4.6,0.89,0.94,4.55
9,1,3,3.6,4.3,0.96,Needs improvement in deadlines,0.94,3.5,0.69,0.76,2.93
5,4,0,3.2,4.9,0.81,Outstanding contribution,0.43,3.2,0.43,0.51,3.87
9,3,6,4.1,2.2,0.87,Good but not consistent,0.56,2.5,0.37,0.77,2.69
16,12,4,2.9,3.4,0.85,Needs improvement in deadlines,0.82,2.7,0.61,0.89,3.35
14,1,1,3.4,4.8,0.78,Late submission and weak teamwork,0.94,3.3,0.47,0.64,2.8
14,8,4,4.4,2.6,0.81,Excellent performance and teamwork,0.59,4.9,0.7,0.5,3.64
15,13,1,2.9,3.8,0.81,Very committed and reliable,0.94,4.8,0.72,0.54,4.0
18,18,0,2.2,4.1,0.83,Good but not consistent,0.89,2.6,0.95,0.51,3.69
13,7,4,2.1,3.2,0.69,Very committed and reliable,0.66,3.0,0.74,0.77,2.81
16,14,2,3.9,4.2,0.64,Very committed and reliable,0.57,3.5,0.33,0.8,3.95
7,4,1,3.9,2.6,0.78,Good but not consistent,0.75,4.0,0.83,0.4,3.35
7,0,3,2.3,3.1,0.7,Excellent performance and teamwork,0.92,3.4,0.63,0.88,2.11
11,5,2,2.7,3.2,0.71,Late submission and weak teamwork,0.41,4.1,0.67,0.49,3.04
20,11,5,3.7,4.6,0.98,Good but not consistent,0.45,3.6,0.82,0.55,3.7
5,3,1,3.7,4.5,0.91,Good but not consistent,0.56,3.3,0.83,0.91,3.66
8,1,3,2.4,2.3,0.65,Very committed and reliable,0.46,4.4,0.54,0.42,2.33
6,1,5,4.9,4.0,0.95,Late submission and weak teamwork,0.81,3.5,0.65,0.54,3.21
19,16,1,3.9,4.0,0.9,Needs improvement in deadlines,0.97,5.0,0.62,0.87,4.29
16,8,3,3.1,4.0,0.86,Outstanding contribution,0.75,3.1,0.5,0.55,3.22
8,3,2,4.6,3.4,0.61,Late submission and weak teamwork,0.68,2.6,0.62,0.87,2.99
17,11,2,2.7,4.7,0.79,Good but not consistent,0.61,3.5,0.85,0.75,3.55
9,5,2,3.2,3.0,1.0,Very committed and reliable,0.61,2.9,0.85,0.74,3.15
11,0,4,2.3,3.2,0.93,Outstanding contribution,0.64,4.0,0.74,0.42,2.37
12,7,0,2.6,3.0,0.81,Outstanding contribution,0.41,4.6,0.64,0.97,3.32
15,6,2,2.4,2.6,0.63,Late submission and weak teamwork,0.79,3.4,0.59,0.5,2.6
16,13,1,3.7,3.7,0.66,Excellent performance and teamwork,0.52,3.3,0.71,0.64,3.69
13,11,1,2.1,4.5,0.92,Very committed and reliable,0.66,2.5,0.47,0.96,3.55
5,2,0,4.0,4.2,0.82,Excellent performance and teamwork,0.67,4.7,0.6,0.44,3.59
9,5,0,2.5,2.6,0.99,Excellent performance and teamwork,0.55,3.8,0.9,0.46,3.11
7,5,0,5.0,2.6,0.61,Late submission and weak teamwork,0.65,3.6,0.33,0.85,3.62
12,1,2,3.7,3.7,0.89,Very committed and reliable,0.69,4.9,0.48,0.8,3.03
10,0,1,2.6,3.4,0.78,Needs improvement in deadlines,0.72,3.4,0.94,0.59,2.27
5,2,1,3.1,2.6,0.92,Good but not consistent,0.78,3.3,0.55,0.52,2.86
12,4,5,2.8,4.0,0.92,Outstanding contribution,0.47,4.4,0.5,0.88,3.2
17,16,1,2.9,2.6,0.77,Outstanding contribution,0.45,3.5,0.49,0.45,3.6
18,14,4,2.4,3.0,0.66,Late submission and weak teamwork,0.7,4.3,0.47,0.66,3.44
18,11,5,3.5,2.2,0.94,Good but not consistent,0.43,3.9,0.42,0.96,3.31
13,2,11,2.9,4.5,0.79,Outstanding contribution,0.68,4.6,0.71,0.91,3.03
15,13,2,4.6,3.2,0.78,Very committed and reliable,0.47,2.5,0.91,0.92,3.75
8,5,3,3.7,3.4,0.61,Late submission and weak teamwork,0.94,4.8,0.37,0.87,3.62
6,0,3,3.0,4.0,0.72,Needs improvement in deadlines,0.96,3.9,0.37,0.67,2.54
11,2,4,2.1,2.0,0.87,Very committed and reliable,0.76,3.1,0.45,0.56,2.15
16,5,6,3.4,3.3,0.93,Excellent performance and teamwork,0.46,4.3,0.97,0.7,3.13
16,2,0,4.6,4.9,0.89,Very committed and reliable,0.85,2.8,0.79,0.87,3.09
19,18,0,4.1,2.8,0.72,Late submission and weak teamwork,0.61,4.3,0.67,0.72,4.02
11,8,0,2.2,4.7,0.93,Good but not consistent,0.86,4.8,0.79,0.59,3.9
17,8,0,2.8,3.1,0.75,Very committed and reliable,0.53,4.1,0.66,0.88,3.08
19,2,5,4.4,4.2,0.68,Outstanding contribution,0.6,4.0,0.87,0.63,3.02
9,8,1,4.5,3.6,0.62,Outstanding contribution,0.59,4.8,0.42,0.7,4.22
16,7,4,2.4,4.5,0.76,Excellent performance and teamwork,0.84,3.7,0.42,0.76,3.16
9,4,3,4.7,4.8,0.89,Good but not consistent,0.57,3.8,0.48,1.0,3.77
7,4,1,3.7,2.5,0.95,Good but not consistent,0.83,4.0,0.65,0.83,3.37
10,7,1,2.1,2.0,0.78,Excellent performance and teamwork,0.8,4.5,0.33,0.83,3.16
8,2,3,2.7,2.8,0.7,Very committed and reliable,0.98,3.9,0.36,0.86,2.61
17,16,0,2.1,2.5,0.72,Good but not consistent,0.5,2.9,0.38,0.98,3.27
11,1,7,4.6,4.2,0.94,Excellent performance and teamwork,0.44,3.2,0.7,0.47,3.01
20,8,0,3.4,3.0,0.94,Needs improvement in deadlines,0.82,4.2,0.44,0.72,3.19
14,9,3,3.6,2.6,0.85,Late submission and weak teamwork,0.87,2.5,0.96,0.61,3.13
5,5,0,4.0,3.0,0.64,Outstanding contribution,0.94,3.6,0.79,0.92,3.94
6,3,2,2.8,3.0,0.61,Good but not consistent,0.85,4.3,0.71,0.63,3.08
16,6,6,3.1,3.5,0.86,Excellent performance and teamwork,0.76,4.4,0.78,0.5,3.19
8,0,4,5.0,4.3,0.96,Needs improvement in deadlines,0.59,3.1,0.85,0.48,2.96
11,7,4,3.5,3.9,0.63,Excellent performance and teamwork,0.6,2.8,0.63,0.46,3.31
20,15,2,2.7,4.7,0.74,Excellent performance and teamwork,0.54,2.9,0.62,0.67,3.56
17,8,3,3.5,3.1,0.95,Needs improvement in deadlines,0.81,4.5,0.79,0.4,3.4
20,15,0,2.9,2.2,0.66,Excellent performance and teamwork,0.77,3.1,0.59,0.61,3.1
19,9,0,4.3,3.6,0.71,Needs improvement in deadlines,0.81,3.1,0.7,0.89,3.27
17,8,1,2.1,3.7,0.88,Very committed and reliable,0.84,4.7,0.43,0.49,3.25
6,1,0,4.5,4.2,0.62,Excellent performance and teamwork,0.75,4.9,0.54,0.9,3.28
5,0,0,2.8,3.7,0.8,Needs improvement in deadlines,0.76,4.2,0.35,0.97,2.54
19,11,0,4.5,2.0,0.81,Late submission and weak teamwork,0.61,3.1,0.42,0.78,3.19
12,0,7,2.9,4.9,0.82,Good but not consistent,0.56,4.7,0.79,0.82,2.91
18,7,4,4.3,3.9,0.83,Needs improvement in deadlines,0.6,3.4,0.78,0.88,3.32
17,8,8,3.5,2.8,0.78,Outstanding contribution,0.8,2.7,0.53,0.42,2.9
14,3,1,3.5,4.7,0.76,Good but not consistent,0.41,4.1,0.86,0.63,3.16
8,2,3,2.5,4.2,0.75,Outstanding contribution,0.86,4.9,0.93,0.56,3.07
12,6,5,4.6,4.2,0.92,Good but not consistent,0.43,2.7,0.32,0.73,3.51
18,2,13,4.9,3.6,0.97,Excellent performance and teamwork,0.46,3.7,0.75,0.84,3.09
20,1,0,4.6,3.0,0.77,Outstanding contribution,0.57,3.7,0.87,0.55,2.72
13,13,0,2.1,4.6,0.67,Late submission and weak teamwork,0.96,3.0,0.62,0.41,3.77
9,2,7,3.7,3.6,0.88,Excellent performance and teamwork,0.95,2.9,0.6,0.65,2.81
9,7,2,2.7,4.4,0.86,Good but not consistent,0.81,3.1,0.79,0.78,3.64
12,0,10,2.8,2.1,0.77,Outstanding contribution,0.83,4.7,0.65,0.79,2.31
10,6,2,4.4,3.6,0.92,Late submission and weak teamwork,0.72,2.8,0.95,0.63,3.52
15,9,4,2.7,2.4,0.64,Good but not consistent,0.89,3.9,0.65,0.79,3.02
17,6,11,3.7,2.2,0.77,Good but not consistent,0.83,2.7,0.87,0.56,2.63
18,6,1,4.7,3.6,0.74,Good but not consistent,0.72,2.6,0.97,0.98,3.05
9,9,0,3.0,2.8,0.85,Excellent performance and teamwork,0.5,2.8,0.34,0.5,3.65
11,10,0,4.8,2.4,0.61,Good but not consistent,0.84,3.4,0.47,0.99,3.79
19,7,5,3.5,4.5,0.88,Late submission and weak teamwork,0.76,4.3,0.73,0.68,3.45
7,1,0,3.6,4.9,0.63,Outstanding contribution,0.7,5.0,0.71,0.43,3.23
7,7,0,2.1,4.4,0.74,Outstanding contribution,0.89,3.1,0.47,0.41,3.79
20,8,8,4.7,4.7,0.98,Outstanding contribution,0.72,2.5,0.4,0.74,3.47
